id,category,status,method,question,correctAnswer,source,quarantined,note
q142453,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år introducerades eurokontanter?,2002,,False,
q142454,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Hur lyder rätt svar på detta: många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142455,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du räkna ut eller ange detta: hur många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142456,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades Windows 95?,1995,,False,
q142457,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Windows 95?,1995,,False,
q142458,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år grundades Google?,1998,,False,
q142459,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år grundades Google?,1998,,False,
q142460,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades Wikipedia?,2001,,False,
q142461,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Wikipedia?,2001,,False,
q142462,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år grundades YouTube?,2005,,False,
q142463,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år grundades YouTube?,2005,,False,
q142464,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Testa dina kunskaper: Vilket av följande år lanserades Twitter, numera X?",2006,,False,
q142465,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Twitter, numera X?",2006,,False,
q142466,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142467,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142468,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142469,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142470,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142471,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142472,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142473,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142474,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142475,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142476,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades den första iPod-modellen?,2001,,False,
q142477,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades den första iPod-modellen?,2001,,False,
q142478,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades Nintendo Wii?,2006,,False,
q142479,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Nintendo Wii?,2006,,False,
q142480,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142481,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142482,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142483,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142484,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142485,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142486,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142487,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142488,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första iPhone-modellen?,2007,,False,
q142489,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Ny kunskapsfråga: Vilket år lanserades Windows 95?,1995,,False,
q142490,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Ny kunskapsfråga: Vilket år grundades Google?,1998,,False,
q142491,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades YouTube?,2005,,False,
q142492,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år började eurosedlar och euromynt användas?,2002,,False,
q142493,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Sony PlayStation i Japan?,1994,,False,
q142494,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Ny kunskapsfråga: Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142495,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år startade Wikipedia?,2001,,False,
q142496,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första Harry Potter-boken i Storbritannien?,1997,,False,
q142497,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade filmen The Matrix premiär?,1999,,False,
q142498,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första iPhonen?,2007,,False,
q142499,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den ursprungliga PlayStation i Japan?,1994,,False,
q142500,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år släpptes filmen The Matrix?,1999,,False,
q142501,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år släpptes Nirvanas album Nevermind?,1991,,False,
q142502,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade Jurassic Park premiär?,1993,,False,
q142503,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade Friends premiär i USA?,1994,,False,
q142504,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år släpptes den första Harry Potter-boken i Storbritannien?,1997,,False,
q142505,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Twitter?,2006,,False,
q142506,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade Toy Story premiär?,1995,,False,
q142507,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första iPhone?,2007,,False,
q142508,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första iPod?,2001,,False,
q142509,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Xbox i Nordamerika?,2001,,False,
q142510,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade Titanic premiär?,1997,,False,
q142511,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år släpptes Michael Jacksons album Thriller?,1982,,False,
q142512,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hölls OS i Sydney?,2000,,False,
q142513,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hölls fotbolls-VM i USA?,1994,,False,
q142514,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade TV-serien Friends premiär?,1994,,False,
q142515,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år hade TV-serien The Simpsons premiär som egen halvtimmeserie?,1989,,False,
q142516,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Euro infördes som fysisk valuta?,Euro infördes som fysisk valuta år 2002.,,False,
q142517,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Nintendo Game Boy?,Nintendo Game Boy lanserades år 1989.,,False,
q142518,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Sony PlayStation?,Sony PlayStation lanserades först år 1994.,,False,
q142519,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Windows 95?,Windows 95 lanserades år 1995.,,False,
q142520,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Google?,Google grundades år 1998.,,False,
q142521,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Wikipedia?,Wikipedia lanserades år 2001.,,False,
q142522,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om YouTube?,YouTube grundades år 2005.,,False,
q142523,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Twitter?,Twitter lanserades år 2006.,,False,
q142524,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om iPhone?,iPhone lanserades år 2007.,,False,
q142525,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Tamagotchi?,Tamagotchi blev en stor trend under 1990-talet.,,False,
q142526,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket svar stämmer om Rubiks kub?,Rubiks kub blev en global succé under 1980-talet.,,False,
q142527,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år presenterade Apple den första iPhone?,2007,,False,
q142528,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142529,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år introducerades eurokontanter?,2002,,False,
q142530,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: hur många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142531,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades Windows 95?,1995,,False,
q142532,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år grundades Google?,1998,,False,
q142533,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades Wikipedia?,2001,,False,
q142534,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år grundades YouTube?,2005,,False,
q142535,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Testa dina kunskaper: I en quiz: vilket år lanserades Twitter, numera X?",2006,,False,
q142536,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142537,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142538,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142539,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142540,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142541,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades den första iPod-modellen?,2001,,False,
q142542,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: I en quiz: vilket år lanserades Nintendo Wii?,2006,,False,
